Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"McNulty, M. B.",56986844000,1,"Business, Management and Accounting
Economics, Econometrics and Finance
",,
"McParlan, James",57712835000,1,"Computer Science
",,
"McPartlin, Pamela Louise",29467682000,1,"Psychology
",,
"McQueen, Sheila",57217708428,1,"Medicine
Psychology
Social Sciences
Neuroscience
",,
"McStay, Stephen",57209566722,1,"Nursing
",,
"Mecrow, S.",6503880743,2,"Engineering
",,
"Meda, Lakshmi N.K.",57670982600,2,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Medcalf-Bell, Ruth",57755394100,1,"Psychology
Computer Science
Social Sciences
",,
"Megaritis, Dimitrios",57221520923,6,"Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Neuroscience
",,
"Mehrabi, Abbas",35318195400,26,"Computer Science
Engineering
Energy
Physics and Astronomy
Materials Science
Mathematics
Earth and Planetary Sciences
Social Sciences
",0000-0002-8758-0882,
"Mehroz, Muhammad",58176075400,1,"Energy
Engineering
Mathematics
",,
"Mehvari, Saeid",56596798000,2,"Chemistry
Materials Science
Chemical Engineering
",,
"Meier, Isabel",57220404697,4,"Social Sciences
Psychology
Arts and Humanities
Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
",,
"Meikle, Ian T.",57192158905,3,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Melissanidou, Eleni",57189328115,2,"Social Sciences
Business, Management and Accounting
",,
"Melling, Andrew",7003690713,16,"Medicine
Nursing
Social Sciences
",,
"Mellor, Antony",7102095874,22,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Agricultural and Biological Sciences
Chemistry
",,
"Mellor, Mary",7005932307,41,"Social Sciences
Environmental Science
Business, Management and Accounting
Economics, Econometrics and Finance
Arts and Humanities
Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Menaged, Meyrav",6504233086,1,"Psychology
Neuroscience
",,
"Meng, Han",57204611976,26,"Engineering
Physics and Astronomy
Materials Science
Multidisciplinary
Chemical Engineering
Computer Science
Biochemistry, Genetics and Molecular Biology
",0000-0003-3666-3407,
"Mennim, Sean",57751310000,10,"Social Sciences
",,
"Menon, M.",55890386600,2,"Engineering
Physics and Astronomy
",,
"Mercer, Louise",57473279200,2,"Arts and Humanities
Energy
Social Sciences
Environmental Science
Medicine
",,
"Mercer, Sarah",43461921400,3,"Social Sciences
Arts and Humanities
",,
"Mercer, Sarah",57189723469,1,"Arts and Humanities
",,
"Meredith, Cathryn",57200443094,3,"Social Sciences
",,
"Merlane, Helen",14054705900,5,"Nursing
",,
"Merritt, Kamarin",57224076004,4,"Social Sciences
Economics, Econometrics and Finance
Business, Management and Accounting
Computer Science
",,
"Messer, Sebastian",55871992900,2,"Social Sciences
Engineering
Arts and Humanities
Earth and Planetary Sciences
",,
"Metcalfe, Alan J.",57196001389,16,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Health Professions
Psychology
Neuroscience
",,
"Metcalfe, Dale",57195349753,13,"Psychology
Social Sciences
Nursing
Medicine
Arts and Humanities
Multidisciplinary
",0000-0001-8146-0233,
"Mexson, Joanne",6504175856,2,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Meziant, Kahina",57211804830,2,"Computer Science
Social Sciences
",,
"Miazato Iwamura, Edna Sadayo",57204925694,2,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Michael, Barke",25024380300,1,"Earth and Planetary Sciences
",,
"Michael Young, Paul",56874132600,1,"Decision Sciences
Social Sciences
",,
"Michail, Nafsika",57223267448,2,"Environmental Science
Earth and Planetary Sciences
Medicine
",,
"Michlewski, Kamil",23667815800,1,"Business, Management and Accounting
",,
"Middleton, Anne",8625936800,3,"Social Sciences
Medicine
Arts and Humanities
Nursing
Health Professions
",,
"Middleton, Claire",35190770800,5,"Medicine
Psychology
Arts and Humanities
Social Sciences
",,
"Midgley, Simon J.",6603833082,6,"Medicine
Social Sciences
Psychology
Health Professions
",,
"Mihajlović, Jelisaveta",57189494017,1,"Social Sciences
Economics, Econometrics and Finance
",,
"Milburn, J. A.",57213367354,1,"Biochemistry, Genetics and Molecular Biology
",,
"Miles, Robert W.",7201461114,73,"Materials Science
Physics and Astronomy
Engineering
Energy
Chemistry
Chemical Engineering
Environmental Science
",,
"Miles, W.",57189729909,1,"Agricultural and Biological Sciences
Chemistry
",,
"Miller, Angela",8530393700,2,"Chemistry
",,
"Miller, Doug",56994893800,14,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Environmental Science
",,
"Miller, Jacinta",57193842319,5,"Social Sciences
",0000-0003-4130-6180,
"Miller, Jacob C.",55890620100,20,"Social Sciences
Earth and Planetary Sciences
Environmental Science
Psychology
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Miller, John",7501603772,3,"Nursing
Social Sciences
Medicine
",,
"Miller, Keith",57210907251,1,"Social Sciences
",,
"Miller, Sue",57213258629,2,"Social Sciences
",,
"Mills, Leia",57670689400,1,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Milne, Anthea L.",15751112800,6,"Medicine
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Psychology
Nursing
",,
"Milne, Bethany",57961153100,1,"Health Professions
Medicine
Social Sciences
",,
"Milne, Maurice",57189545065,2,"Arts and Humanities
Social Sciences
",,
"Milner, Matthew",57524327600,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Milner, Simon H.",7102266571,13,"Engineering
Computer Science
Environmental Science
Physics and Astronomy
",,
"Milton, Ian James",57210640493,1,"Medicine
Social Sciences
",,
"Minns, Peter D.",6508147536,10,"Engineering
Computer Science
Energy
Physics and Astronomy
Social Sciences
",,
"Minto, Christopher",7004144140,2,"Medicine
Health Professions
Social Sciences
",,
"Miranda, Diana",54912176100,5,"Social Sciences
",,
"Misti, Siti Nabilah",56572746000,2,"Engineering
Materials Science
",,
"Mistry, Kamlesh",56421741200,25,"Computer Science
Engineering
Mathematics
Decision Sciences
Physics and Astronomy
Business, Management and Accounting
Energy
Arts and Humanities
Psychology
Materials Science
Biochemistry, Genetics and Molecular Biology
Social Sciences
Chemistry
",,
"Mistry, P.",16198237700,1,"Materials Science
",,
"Mitchel, Michelle",57205533702,2,"Nursing
",,
"Mitchell, Angela",56207348700,2,"Social Sciences
Medicine
Nursing
",,
"Mitchell, Chris",57037761200,1,"Medicine
",,
"Mitchell, Harry",57068223100,1,"Social Sciences
Business, Management and Accounting
",,
"Mitchell, Jade",57193214754,1,"Agricultural and Biological Sciences
",,
"Mitchell, Melanie",56486721700,3,"Social Sciences
Medicine
Psychology
",,
"Mitchell, Michelle",57204697625,2,"Nursing
",,
"Mitchell, Rebecca",57210186705,4,"Social Sciences
Environmental Science
",,
"Mitchell, S.",57199462613,1,"Medicine
",,
"Mitchell, Sophie",57995559700,1,"Social Sciences
",,
"Mitcheson, Kelly",55229333700,1,"Medicine
Health Professions
",,
"Mizukami, Haruka",57216848784,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Mkwebu, Tribe",57211454625,2,"Social Sciences
",,
"Moafi, Milad",57191440700,3,"Engineering
Energy
Mathematics
",,
"Mode, Anthony",7005855519,1,"",,
"Moffett, Lee",57226474507,3,"Social Sciences
Medicine
Psychology
",,
"Mohamadi, Lamine",57160516400,3,"Computer Science
Energy
Engineering
Social Sciences
Environmental Science
Mathematics
",,
"Mohan, Nithin",57210319763,7,"Computer Science
Physics and Astronomy
Engineering
Materials Science
",,
"Moir, Gordon J.",56977308400,5,"Arts and Humanities
Earth and Planetary Sciences
Social Sciences
Engineering
Physics and Astronomy
",,
"Mokhtar Azizi, Zahirah",57830468100,1,"Engineering
Social Sciences
",,
"Mokhtarimehr, Mehrnoush",55555244600,3,"Physics and Astronomy
Materials Science
Engineering
",,
"Molleti, Sampath Kumar",57804773300,1,"Physics and Astronomy
Computer Science
",,
"Molloy-Graham, Joanne",58197880400,1,"Social Sciences
",,
"Molyneux, Jeanie",6603815358,4,"Social Sciences
Environmental Science
Medicine
Nursing
Agricultural and Biological Sciences
",,
"Monaghan, Jenni",57201060733,1,"Medicine
Health Professions
Nursing
",0000-0001-8050-7669,
"Monday, Ann",35732228100,4,"Computer Science
Social Sciences
Business, Management and Accounting
",,
"Monk, D.",55702188400,1,"Nursing
",,
"Monk, Daniel",57222323140,1,"Medicine
Social Sciences
",,
"Montague, Kyle",36701846300,64,"Computer Science
Medicine
Social Sciences
Environmental Science
Nursing
Mathematics
Multidisciplinary
Psychology
",0000-0002-9589-9471,
"Montague, Kyle",57726618700,1,"Medicine
",,
"Monteleone, Maria C.",57612261900,2,"Social Sciences
Engineering
Arts and Humanities
",,
"Montgomery, Bruce",36473677900,15,"Business, Management and Accounting
Engineering
Materials Science
Social Sciences
Arts and Humanities
",0000-0002-1703-9812,
"Moon, Alun",57216859944,2,"Mathematics
Engineering
Materials Science
Computer Science
",,
"Moon, Andrew",54400291800,1,"Chemistry
Materials Science
Chemical Engineering
",,
"Moor, Timothy Nicholas",55871239800,1,"Engineering
Arts and Humanities
Social Sciences
",,
"Moore, Alice S.",7402762681,3,"Business, Management and Accounting
Veterinary
",,
"Moore, Craig",57208436607,1,"Social Sciences
",,
"Moore, G.",57204741080,1,"Engineering
Materials Science
",,
"Moore, Jason",57653480400,6,"Computer Science
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Neuroscience
",,
"Moore, Michele",56444636700,21,"Social Sciences
Medicine
Health Professions
",,
"Moore, Sarah A.",53881745100,30,"Medicine
Health Professions
Nursing
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Neuroscience
Engineering
Psychology
Social Sciences
Agricultural and Biological Sciences
Chemistry
Computer Science
",,
"Mooroogen, K.",57191346956,3,"Physics and Astronomy
Earth and Planetary Sciences
Engineering
Mathematics
",,
"Moorton, Zoe",57370581500,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Environmental Science
",,
"Moosavian, Rebecca",55941216300,4,"Social Sciences
",,
"Moran, Margaret",57209775089,1,"Social Sciences
",,
"Moran, Paul",55188756200,1,"Health Professions
Medicine
",,
"Moran, Sandra",57158796300,1,"Social Sciences
Nursing
",,
"Mordue, Tom",22035830300,19,"Social Sciences
Business, Management and Accounting
Environmental Science
Economics, Econometrics and Finance
Earth and Planetary Sciences
Engineering
",,
"Morehead, Sarah",57200442094,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Moreland, Mary",57375842900,4,"Psychology
Medicine
Social Sciences
Nursing
Arts and Humanities
",,
"Moreno-Esparza, Gabriel",57222282826,1,"Social Sciences
",,
"Moreton, Leo",57216787565,4,"Social Sciences
Engineering
Energy
Business, Management and Accounting
",,
"Morey, Sarah",57192169636,7,"Nursing
Medicine
Social Sciences
Immunology and Microbiology
",,
"Morgan, Alexandra",58178774700,1,"Computer Science
",,
"Morgan, Callum T.",57297390000,4,"Social Sciences
Health Professions
Medicine
Psychology
",,
"Morgan, Debra A.",54793270900,7,"Nursing
Social Sciences
",,
"Morgan, Steven",9841235600,2,"Medicine
Neuroscience
",,
"Moro, Antonio",55093901000,35,"Physics and Astronomy
Mathematics
Engineering
Multidisciplinary
Medicine
",0000-0002-4901-8573,
"Morphet, Clive S.",6506471718,10,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Multidisciplinary
",,
"Morris, Helen",55512181400,1,"Social Sciences
Environmental Science
",,
"Morris, Rosie E.",57183484000,51,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Computer Science
Engineering
Physics and Astronomy
Health Professions
Chemistry
Psychology
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Business, Management and Accounting
Social Sciences
",0000-0002-0290-6688,
"Morris, Rosie",57658336200,1,"Multidisciplinary
",,
"Morrison, Benjamin A.",57216810482,3,"Psychology
Social Sciences
Computer Science
",0000-0002-2738-6498,
"Morrison, Benjamin A.",57223139504,2,"Computer Science
Psychology
",,
"Morrow, Maureen",56228899200,1,"Medicine
",,
"Morse, Sarah",56533301000,1,"Social Sciences
",,
"Mortimer, Julie",57210576344,1,"Social Sciences
",,
"Morton, David",57548257000,1,"Engineering
Business, Management and Accounting
",,
"Morton, David Edward",56428473900,2,"Engineering
Social Sciences
Computer Science
Arts and Humanities
",,
"Morton, Emma",57218388353,1,"Medicine
Neuroscience
",,
"Morton, Peter James",57575614900,1,"Engineering
Social Sciences
Computer Science
",,
"Morton, Richard J.",26026349400,60,"Physics and Astronomy
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Mathematics
Materials Science
Multidisciplinary
Social Sciences
",,
"Moscardini, Alfredo O.",57196325795,2,"Social Sciences
",,
"Moschos, S. A.",15521083600,41,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Medicine
Immunology and Microbiology
Chemistry
Veterinary
Multidisciplinary
Environmental Science
Engineering
Health Professions
Chemical Engineering
",0000-0001-6038-3785,
"Moseley, Peter",48261295200,34,"Medicine
Psychology
Neuroscience
Arts and Humanities
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Social Sciences
Agricultural and Biological Sciences
",0000-0002-9284-2509,
"Mosindi, Osemeke",52264320100,1,"Computer Science
",,
"Moss, Lucy",23012687900,3,"Medicine
Nursing
Neuroscience
",,
"Moss, Mark C.",7201429002,40,"Medicine
Psychology
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Dentistry
Social Sciences
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Moss, Michael S.",8211640600,33,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
Mathematics
Decision Sciences
Psychology
",,
"Motta, Davide",57212082369,29,"Environmental Science
Earth and Planetary Sciences
Engineering
Mathematics
Medicine
Social Sciences
Arts and Humanities
Computer Science
Chemical Engineering
Multidisciplinary
",,
"Mottram, Paul",55595775400,1,"Health Professions
",,
"Mousa, Farag Ibrahim Khalifa",56418232900,6,"Computer Science
Physics and Astronomy
Engineering
",,
"Mousadoust, Maryam",56646573200,1,"Materials Science
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Mouter, Olivia",58164758200,1,"Psychology
Social Sciences
",,
"Mowbray, Ross",57200332951,1,"Environmental Science
",,
"Mowl, Graham",6506587792,16,"Social Sciences
Earth and Planetary Sciences
Business, Management and Accounting
Arts and Humanities
Environmental Science
",0000-0003-1291-4208,
"Moynihan, M.",57198257017,2,"Materials Science
Physics and Astronomy
",,
"Moyo, Anotidaishe",58018277200,2,"Engineering
",,
"Msawil, Mahir",57298362900,2,"Engineering
Computer Science
Energy
Environmental Science
Social Sciences
",,
"Mudekwa, Zvide",57961702500,1,"Nursing
",,
"Mudiyanselage, Manthila Wijesooriya",57843889500,4,"Engineering
Energy
Environmental Science
",,
"Muhammad, E. R.",57916423200,1,"Multidisciplinary
",,
"Muhammad, Wakil Shahzad",57215577714,1,"Materials Science
Environmental Science
Chemical Engineering
Engineering
Chemistry
",,
"Muldoon-Smith, Kevin",56820282600,21,"Social Sciences
Economics, Econometrics and Finance
Energy
Environmental Science
Earth and Planetary Sciences
Business, Management and Accounting
Computer Science
Engineering
Agricultural and Biological Sciences
",,
"Mulholland, Kirstin",57815797800,3,"Social Sciences
",,
"Mulholland, Richard",57520334300,1,"Arts and Humanities
",,
"Mulholland, Richard",7005564193,1,"Social Sciences
",,
"Mullen, Andy",7006719146,8,"Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Mullis, Victoria J.",7801671415,2,"Medicine
Engineering
Health Professions
",,
"Mulrine, S.",57219604500,3,"Medicine
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",0000-0002-1459-7691,
"Muñoz, José Antonio Moreno",54584181700,6,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Nursing
Environmental Science
Multidisciplinary
Chemical Engineering
Agricultural and Biological Sciences
Medicine
",,
